FIPS,County name,State,Year,Population
37019,Brunswick County,North Carolina,2010,107429
37021,Buncombe County,North Carolina,2010,238331
37023,Burke County,North Carolina,2010,90832
37025,Cabarrus County,North Carolina,2010,178087
37027,Caldwell County,North Carolina,2010,83060
37029,Camden County,North Carolina,2010,9980
37031,Carteret County,North Carolina,2010,66463
37033,Caswell County,North Carolina,2010,23734
37035,Catawba County,North Carolina,2010,154753
37037,Chatham County,North Carolina,2010,63481
37039,Cherokee County,North Carolina,2010,27444
37041,Chowan County,North Carolina,2010,14793
37043,Clay County,North Carolina,2010,10590
37045,Cleveland County,North Carolina,2010,98032
37047,Columbus County,North Carolina,2010,58110
37049,Craven County,North Carolina,2010,103503
37051,Cumberland County,North Carolina,2010,319433
37053,Currituck County,North Carolina,2010,23547
37055,Dare County,North Carolina,2010,33920
37057,Davidson County,North Carolina,2010,162841
37059,Davie County,North Carolina,2010,41221
37061,Duplin County,North Carolina,2010,58399
37063,Durham County,North Carolina,2010,269999
37065,Edgecombe County,North Carolina,2010,56546
37067,Forsyth County,North Carolina,2010,350649
37069,Franklin County,North Carolina,2010,60553
37071,Gaston County,North Carolina,2010,206094
37073,Gates County,North Carolina,2010,12184
37075,Graham County,North Carolina,2010,8861
37077,Granville County,North Carolina,2010,57531
37079,Greene County,North Carolina,2010,21353
37081,Guilford County,North Carolina,2010,488421
37083,Halifax County,North Carolina,2010,54627
37085,Harnett County,North Carolina,2010,114681
37087,Haywood County,North Carolina,2010,59031
37089,Henderson County,North Carolina,2010,106713
37091,Hertford County,North Carolina,2010,24677
37093,Hoke County,North Carolina,2010,46890
37095,Hyde County,North Carolina,2010,5817
37097,Iredell County,North Carolina,2010,159451
37099,Jackson County,North Carolina,2010,40261
37101,Johnston County,North Carolina,2010,168877
37103,Jones County,North Carolina,2010,10167
37105,Lee County,North Carolina,2010,57858
37107,Lenoir County,North Carolina,2010,59511
37109,Lincoln County,North Carolina,2010,77985
37111,McDowell County,North Carolina,2010,44996
37113,Macon County,North Carolina,2010,33925
37115,Madison County,North Carolina,2010,20784
37117,Martin County,North Carolina,2010,24515
37119,Mecklenburg County,North Carolina,2010,919668
37121,Mitchell County,North Carolina,2010,15576
37123,Montgomery County,North Carolina,2010,27784
37125,Moore County,North Carolina,2010,88242
37127,Nash County,North Carolina,2010,95829
37129,New Hanover County,North Carolina,2010,202683
37131,Northampton County,North Carolina,2010,22106
37133,Onslow County,North Carolina,2010,177799
37135,Orange County,North Carolina,2010,133702
37137,Pamlico County,North Carolina,2010,13143
37139,Pasquotank County,North Carolina,2010,40661
37141,Pender County,North Carolina,2010,52198
37143,Perquimans County,North Carolina,2010,13453
37145,Person County,North Carolina,2010,39478
37147,Pitt County,North Carolina,2010,168167
37149,Polk County,North Carolina,2010,20521
37151,Randolph County,North Carolina,2010,141823
37153,Richmond County,North Carolina,2010,46647
37155,Robeson County,North Carolina,2010,134229
37157,Rockingham County,North Carolina,2010,93641
37159,Rowan County,North Carolina,2010,138532
37161,Rutherford County,North Carolina,2010,67816
37163,Sampson County,North Carolina,2010,63473
37165,Scotland County,North Carolina,2010,36160
37167,Stanly County,North Carolina,2010,60586
37169,Stokes County,North Carolina,2010,47417
37171,Surry County,North Carolina,2010,73743
37173,Swain County,North Carolina,2010,13984
37175,Transylvania County,North Carolina,2010,33091
37177,Tyrrell County,North Carolina,2010,4407
37179,Union County,North Carolina,2010,201334
37181,Vance County,North Carolina,2010,45419
37183,Wake County,North Carolina,2010,901058
37185,Warren County,North Carolina,2010,21028
37187,Washington County,North Carolina,2010,13209
37189,Watauga County,North Carolina,2010,51057
37191,Wayne County,North Carolina,2010,122673
37193,Wilkes County,North Carolina,2010,69310
37195,Wilson County,North Carolina,2010,81218
37197,Yadkin County,North Carolina,2010,38409
37199,Yancey County,North Carolina,2010,17818
36001,Albany County,New York,2010,304208
36003,Allegany County,New York,2010,48917
36005,Bronx County,New York,2010,1384603
36007,Broome County,New York,2010,200675
36009,Cattaraugus County,New York,2010,80343
36011,Cayuga County,New York,2010,80017
36013,Chautauqua County,New York,2010,134907
36015,Chemung County,New York,2010,88849
36017,Chenango County,New York,2010,50511
36019,Clinton County,New York,2010,82131
36021,Columbia County,New York,2010,63057
36023,Cortland County,New York,2010,49294
36025,Delaware County,New York,2010,47963
36027,Dutchess County,New York,2010,297462
36029,Erie County,New York,2010,919129
36031,Essex County,New York,2010,39363
36033,Franklin County,New York,2010,51607
36035,Fulton County,New York,2010,55520
36037,Genesee County,New York,2010,59943
36039,Greene County,New York,2010,49215
36041,Hamilton County,New York,2010,4841
36043,Herkimer County,New York,2010,64461
36045,Jefferson County,New York,2010,116234
36047,Kings County,New York,2010,2504717
36049,Lewis County,New York,2010,27090
36051,Livingston County,New York,2010,65207
36053,Madison County,New York,2010,73451
36055,Monroe County,New York,2010,744399
36057,Montgomery County,New York,2010,50258
36059,Nassau County,New York,2010,1339885
36061,New York County,New York,2010,1586360
36063,Niagara County,New York,2010,216485
36065,Oneida County,New York,2010,234869
36067,Onondaga County,New York,2010,467064
36069,Ontario County,New York,2010,108090
36071,Orange County,New York,2010,372829
36073,Orleans County,New York,2010,42883
36075,Oswego County,New York,2010,122105
36077,Otsego County,New York,2010,62277
36079,Putnam County,New York,2010,99650
36081,Queens County,New York,2010,2230578
36083,Rensselaer County,New York,2010,159433
36085,Richmond County,New York,2010,468730
36087,Rockland County,New York,2010,311694
36089,St. Lawrence County,New York,2010,111940
36091,Saratoga County,New York,2010,219593
36093,Schenectady County,New York,2010,154751
36095,Schoharie County,New York,2010,32729
36097,Schuyler County,New York,2010,18353
36099,Seneca County,New York,2010,35243
36101,Steuben County,New York,2010,98990
36103,Suffolk County,New York,2010,1493147
36105,Sullivan County,New York,2010,77504
36107,Tioga County,New York,2010,51049
36109,Tompkins County,New York,2010,101580
36111,Ulster County,New York,2010,182512
36113,Warren County,New York,2010,65698
36115,Washington County,New York,2010,63243
36117,Wayne County,New York,2010,93754
36119,Westchester County,New York,2010,949220
36121,Wyoming County,New York,2010,42150
36123,Yates County,New York,2010,25364
35001,Bernalillo County,New Mexico,2010,662487
35003,Catron County,New Mexico,2010,3729
35005,Chaves County,New Mexico,2010,65648
35006,Cibola County,New Mexico,2010,27215
35007,Colfax County,New Mexico,2010,13750
35009,Curry County,New Mexico,2010,48376
35011,De Baca County,New Mexico,2010,2022
35013,DoÒa Ana County,New Mexico,2010,209202
35015,Eddy County,New Mexico,2010,53823
35017,Grant County,New Mexico,2010,29510
35019,Guadalupe County,New Mexico,2010,4686
35021,Harding County,New Mexico,2010,695
35023,Hidalgo County,New Mexico,2010,4898
35025,Lea County,New Mexico,2010,64727
35027,Lincoln County,New Mexico,2010,20495
35028,Los Alamos County,New Mexico,2010,17950
35029,Luna County,New Mexico,2010,25095
35031,McKinley County,New Mexico,2010,71485
35033,Mora County,New Mexico,2010,4881
35035,Otero County,New Mexico,2010,63832
35037,Quay County,New Mexico,2010,9040
35039,Rio Arriba County,New Mexico,2010,40220
35041,Roosevelt County,New Mexico,2010,19840
35043,Sandoval County,New Mexico,2010,131620
35045,San Juan County,New Mexico,2010,130045
35047,San Miguel County,New Mexico,2010,29379
35049,Santa Fe County,New Mexico,2010,144227
35051,Sierra County,New Mexico,2010,11996
35053,Socorro County,New Mexico,2010,17861
35055,Taos County,New Mexico,2010,32935
35057,Torrance County,New Mexico,2010,16375
35059,Union County,New Mexico,2010,4554
35061,Valencia County,New Mexico,2010,76582
34001,Atlantic County,New Jersey,2010,274521
34003,Bergen County,New Jersey,2010,905143
34005,Burlington County,New Jersey,2010,448730
34007,Camden County,New Jersey,2010,513719
34009,Cape May County,New Jersey,2010,97261
34011,Cumberland County,New Jersey,2010,156633
34013,Essex County,New Jersey,2010,783885
34015,Gloucester County,New Jersey,2010,288570
34017,Hudson County,New Jersey,2010,634245
34019,Hunterdon County,New Jersey,2010,127357
34021,Mercer County,New Jersey,2010,367511
34023,Middlesex County,New Jersey,2010,809924
34025,Monmouth County,New Jersey,2010,630374
34027,Morris County,New Jersey,2010,492314
34029,Ocean County,New Jersey,2010,576546
34031,Passaic County,New Jersey,2010,501609
34033,Salem County,New Jersey,2010,66066
34035,Somerset County,New Jersey,2010,323433
34037,Sussex County,New Jersey,2010,148909
34039,Union County,New Jersey,2010,536567
34041,Warren County,New Jersey,2010,108645
33001,Belknap County,New Hampshire,2010,60073
33003,Carroll County,New Hampshire,2010,47825
33005,Cheshire County,New Hampshire,2010,77122
33007,Coos County,New Hampshire,2010,33052
33009,Grafton County,New Hampshire,2010,89137
33011,Hillsborough County,New Hampshire,2010,400699
33013,Merrimack County,New Hampshire,2010,146457
33015,Rockingham County,New Hampshire,2010,295211
33017,Strafford County,New Hampshire,2010,123149
33019,Sullivan County,New Hampshire,2010,43739
32001,Churchill County,Nevada,2010,24877
32003,Clark County,Nevada,2010,1951271
32005,Douglas County,Nevada,2010,46997
32007,Elko County,Nevada,2010,48942
32009,Esmeralda County,Nevada,2010,784
32011,Eureka County,Nevada,2010,1987
32013,Humboldt County,Nevada,2010,16521
32015,Lander County,Nevada,2010,5775
32017,Lincoln County,Nevada,2010,5339
32019,Lyon County,Nevada,2010,51980
32021,Mineral County,Nevada,2010,4770
32023,Nye County,Nevada,2010,43945
32027,Pershing County,Nevada,2010,6752
32029,Storey County,Nevada,2010,4014
32031,Washoe County,Nevada,2010,421425
32033,White Pine County,Nevada,2010,10026
32510,Carson City,Nevada,2010,55274
31001,Adams County,Nebraska,2010,31367
31003,Antelope County,Nebraska,2010,6685
31005,Arthur County,Nebraska,2010,460
31007,Banner County,Nebraska,2010,690
31009,Blaine County,Nebraska,2010,478
31011,Boone County,Nebraska,2010,5505
31013,Box Butte County,Nebraska,2010,11308
31015,Boyd County,Nebraska,2010,2099
31017,Brown County,Nebraska,2010,3143
31019,Buffalo County,Nebraska,2010,46099
31021,Burt County,Nebraska,2010,6858
31023,Butler County,Nebraska,2010,8395
31025,Cass County,Nebraska,2010,25241
31027,Cedar County,Nebraska,2010,8852
31029,Chase County,Nebraska,2010,3966
31031,Cherry County,Nebraska,2010,5713
31033,Cheyenne County,Nebraska,2010,9998
31035,Clay County,Nebraska,2010,6539
31037,Colfax County,Nebraska,2010,10515
31039,Cuming County,Nebraska,2010,9139
31041,Custer County,Nebraska,2010,10943
31043,Dakota County,Nebraska,2010,21006
31045,Dawes County,Nebraska,2010,9182
31047,Dawson County,Nebraska,2010,24326
31049,Deuel County,Nebraska,2010,1932
31051,Dixon County,Nebraska,2010,6000
31053,Dodge County,Nebraska,2010,36685
31055,Douglas County,Nebraska,2010,517114
31057,Dundy County,Nebraska,2010,2008
31059,Fillmore County,Nebraska,2010,5890
31061,Franklin County,Nebraska,2010,3225
31063,Frontier County,Nebraska,2010,2756
31065,Furnas County,Nebraska,2010,4959
31067,Gage County,Nebraska,2010,22311
31069,Garden County,Nebraska,2010,2057
31071,Garfield County,Nebraska,2010,2049
31073,Gosper County,Nebraska,2010,2044
31075,Grant County,Nebraska,2010,614
31077,Greeley County,Nebraska,2010,2538
31079,Hall County,Nebraska,2010,58607
31081,Hamilton County,Nebraska,2010,9114
31083,Harlan County,Nebraska,2010,3417
31085,Hayes County,Nebraska,2010,960
31087,Hitchcock County,Nebraska,2010,2908
31089,Holt County,Nebraska,2010,10435
31091,Hooker County,Nebraska,2010,736
31093,Howard County,Nebraska,2010,6274
31095,Jefferson County,Nebraska,2010,7547
31097,Johnson County,Nebraska,2010,5217
31099,Kearney County,Nebraska,2010,6489
31101,Keith County,Nebraska,2010,8368
31103,Keya Paha County,Nebraska,2010,824
31105,Kimball County,Nebraska,2010,3821
31107,Knox County,Nebraska,2010,8701
31109,Lancaster County,Nebraska,2010,285407
31111,Lincoln County,Nebraska,2010,36288
31113,Logan County,Nebraska,2010,763
31115,Loup County,Nebraska,2010,628
31117,McPherson County,Nebraska,2010,539
31119,Madison County,Nebraska,2010,34876
31121,Merrick County,Nebraska,2010,7855
31123,Morrill County,Nebraska,2010,5042
31125,Nance County,Nebraska,2010,3735
31127,Nemaha County,Nebraska,2010,7248
31129,Nuckolls County,Nebraska,2010,4500
31131,Otoe County,Nebraska,2010,15740
31133,Pawnee County,Nebraska,2010,2773
31135,Perkins County,Nebraska,2010,2970
31137,Phelps County,Nebraska,2010,9188
31139,Pierce County,Nebraska,2010,7266
31141,Platte County,Nebraska,2010,32237
31143,Polk County,Nebraska,2010,5406
31145,Red Willow County,Nebraska,2010,11055
31147,Richardson County,Nebraska,2010,8363
31149,Rock County,Nebraska,2010,1528
31151,Saline County,Nebraska,2010,14200
31153,Sarpy County,Nebraska,2010,158835
31155,Saunders County,Nebraska,2010,20778
31157,Scotts Bluff County,Nebraska,2010,36970
31159,Seward County,Nebraska,2010,16750
31161,Sheridan County,Nebraska,2010,5469
31163,Sherman County,Nebraska,2010,3152
31165,Sioux County,Nebraska,2010,1311
31167,Stanton County,Nebraska,2010,6128
31169,Thayer County,Nebraska,2010,5228
31171,Thomas County,Nebraska,2010,647
31173,Thurston County,Nebraska,2010,6939
31175,Valley County,Nebraska,2010,4260
31177,Washington County,Nebraska,2010,20234
31179,Wayne County,Nebraska,2010,9595
31181,Webster County,Nebraska,2010,3812
31183,Wheeler County,Nebraska,2010,818
31185,York County,Nebraska,2010,13665
30001,Beaverhead County,Montana,2010,9246
30003,Big Horn County,Montana,2010,12865
30005,Blaine County,Montana,2010,6491
30007,Broadwater County,Montana,2010,5607
30009,Carbon County,Montana,2010,10078
30011,Carter County,Montana,2010,1160
30013,Cascade County,Montana,2010,81323
30015,Chouteau County,Montana,2010,5813
30017,Custer County,Montana,2010,11699
30019,Daniels County,Montana,2010,1751
30021,Dawson County,Montana,2010,8963
30023,Deer Lodge County,Montana,2010,9292
30025,Fallon County,Montana,2010,2890
30027,Fergus County,Montana,2010,11593
30029,Flathead County,Montana,2010,90927
30031,Gallatin County,Montana,2010,89513
30033,Garfield County,Montana,2010,1209
30035,Glacier County,Montana,2010,13399
30037,Golden Valley County,Montana,2010,884
30039,Granite County,Montana,2010,3079
30041,Hill County,Montana,2010,16096
30043,Jefferson County,Montana,2010,11403
30045,Judith Basin County,Montana,2010,2072
30047,Lake County,Montana,2010,28746
30049,Lewis and Clark County,Montana,2010,63395
30051,Liberty County,Montana,2010,2339
30053,Lincoln County,Montana,2010,19683
30055,McCone County,Montana,2010,1734
30057,Madison County,Montana,2010,7691
30059,Meagher County,Montana,2010,1891
30061,Mineral County,Montana,2010,4226
30063,Missoula County,Montana,2010,109296
30065,Musselshell County,Montana,2010,4538
30067,Park County,Montana,2010,15636
30069,Petroleum County,Montana,2010,488
30071,Phillips County,Montana,2010,4252
30073,Pondera County,Montana,2010,6155
30075,Powder River County,Montana,2010,1743
30077,Powell County,Montana,2010,7034
30079,Prairie County,Montana,2010,1179
30081,Ravalli County,Montana,2010,40212
30083,Richland County,Montana,2010,9746
30085,Roosevelt County,Montana,2010,10425
30087,Rosebud County,Montana,2010,9235
30089,Sanders County,Montana,2010,11413
30091,Sheridan County,Montana,2010,3384
30093,Silver Bow County,Montana,2010,34209
30095,Stillwater County,Montana,2010,9105
30097,Sweet Grass County,Montana,2010,3652
30099,Teton County,Montana,2010,6071
30101,Toole County,Montana,2010,5324
30103,Treasure County,Montana,2010,718
30105,Valley County,Montana,2010,7369
30107,Wheatland County,Montana,2010,2168
30109,Wibaux County,Montana,2010,1017
30111,Yellowstone County,Montana,2010,147982
29001,Adair County,Missouri,2010,25604
29003,Andrew County,Missouri,2010,17297
29005,Atchison County,Missouri,2010,5685
29007,Audrain County,Missouri,2010,25529
29009,Barry County,Missouri,2010,35603
29011,Barton County,Missouri,2010,12400
29013,Bates County,Missouri,2010,17049
29015,Benton County,Missouri,2010,19056
29017,Bollinger County,Missouri,2010,12363
29019,Boone County,Missouri,2010,162645
29021,Buchanan County,Missouri,2010,89190
29023,Butler County,Missouri,2010,42794
29025,Caldwell County,Missouri,2010,9424
29027,Callaway County,Missouri,2010,44334
29029,Camden County,Missouri,2010,44017
29031,Cape Girardeau County,Missouri,2010,75673
29033,Carroll County,Missouri,2010,9295
29035,Carter County,Missouri,2010,6265
29037,Cass County,Missouri,2010,99505
29039,Cedar County,Missouri,2010,13982
29041,Chariton County,Missouri,2010,7830
29043,Christian County,Missouri,2010,77417
29045,Clark County,Missouri,2010,7129
29047,Clay County,Missouri,2010,221943
29049,Clinton County,Missouri,2010,20743
29051,Cole County,Missouri,2010,75975
29053,Cooper County,Missouri,2010,17604
29055,Crawford County,Missouri,2010,24703
29057,Dade County,Missouri,2010,7882
29059,Dallas County,Missouri,2010,16770
29061,Daviess County,Missouri,2010,8433
29063,DeKalb County,Missouri,2010,12892
29065,Dent County,Missouri,2010,15656
29067,Douglas County,Missouri,2010,13684
29069,Dunklin County,Missouri,2010,31953
29071,Franklin County,Missouri,2010,101495
29073,Gasconade County,Missouri,2010,15213
29075,Gentry County,Missouri,2010,6740
29077,Greene County,Missouri,2010,275178
29079,Grundy County,Missouri,2010,10261
29081,Harrison County,Missouri,2010,8957
29083,Henry County,Missouri,2010,22270
29085,Hickory County,Missouri,2010,9627
29087,Holt County,Missouri,2010,4912
29089,Howard County,Missouri,2010,10144
29091,Howell County,Missouri,2010,40398
29093,Iron County,Missouri,2010,10630
29095,Jackson County,Missouri,2010,674134
29097,Jasper County,Missouri,2010,117391
29099,Jefferson County,Missouri,2010,218708
29101,Johnson County,Missouri,2010,52595
29103,Knox County,Missouri,2010,4131
29105,Laclede County,Missouri,2010,35571
29107,Lafayette County,Missouri,2010,33370
29109,Lawrence County,Missouri,2010,38641
29111,Lewis County,Missouri,2010,10209
29113,Lincoln County,Missouri,2010,52565
29115,Linn County,Missouri,2010,12761
29117,Livingston County,Missouri,2010,15195
29119,McDonald County,Missouri,2010,23083
29121,Macon County,Missouri,2010,15566
29123,Madison County,Missouri,2010,12224
29125,Maries County,Missouri,2010,9180
29127,Marion County,Missouri,2010,28781
29129,Mercer County,Missouri,2010,3785
29131,Miller County,Missouri,2010,24752
29133,Mississippi County,Missouri,2010,14358
29135,Moniteau County,Missouri,2010,15605
29137,Monroe County,Missouri,2010,8840
29139,Montgomery County,Missouri,2010,12234
29141,Morgan County,Missouri,2010,20565
29143,New Madrid County,Missouri,2010,18960
29145,Newton County,Missouri,2010,58118
29147,Nodaway County,Missouri,2010,23370
29149,Oregon County,Missouri,2010,10881
29151,Osage County,Missouri,2010,13883
29153,Ozark County,Missouri,2010,9717
29155,Pemiscot County,Missouri,2010,18296
29157,Perry County,Missouri,2010,18971
29159,Pettis County,Missouri,2010,42201
29161,Phelps County,Missouri,2010,45156
29163,Pike County,Missouri,2010,18515
29165,Platte County,Missouri,2010,89325
29167,Polk County,Missouri,2010,31137
29169,Pulaski County,Missouri,2010,52274
29171,Putnam County,Missouri,2010,4979
29173,Ralls County,Missouri,2010,10167
29175,Randolph County,Missouri,2010,25414
29177,Ray County,Missouri,2010,23494
29179,Reynolds County,Missouri,2010,6694
29181,Ripley County,Missouri,2010,14106
29183,St. Charles County,Missouri,2010,360494
29185,St. Clair County,Missouri,2010,9805
29186,Ste. Genevieve County,Missouri,2010,18157
29187,St. Francois County,Missouri,2010,65367
29189,St. Louis County,Missouri,2010,998986
29195,Saline County,Missouri,2010,23370
29197,Schuyler County,Missouri,2010,4431
29199,Scotland County,Missouri,2010,4853
29201,Scott County,Missouri,2010,39188
29203,Shannon County,Missouri,2010,8439
29205,Shelby County,Missouri,2010,6373
29207,Stoddard County,Missouri,2010,29968
29209,Stone County,Missouri,2010,32210
29211,Sullivan County,Missouri,2010,6714
29213,Taney County,Missouri,2010,51675
29215,Texas County,Missouri,2010,26010
29217,Vernon County,Missouri,2010,21161
29219,Warren County,Missouri,2010,32512
29221,Washington County,Missouri,2010,25199
29223,Wayne County,Missouri,2010,13523
29225,Webster County,Missouri,2010,36207
29227,Worth County,Missouri,2010,2169
29229,Wright County,Missouri,2010,18815
29510,St. Louis city,Missouri,2010,319275
28001,Adams County,Mississippi,2010,32299
28003,Alcorn County,Mississippi,2010,37060
28005,Amite County,Mississippi,2010,13128
28007,Attala County,Mississippi,2010,19562
28009,Benton County,Mississippi,2010,8728
28011,Bolivar County,Mississippi,2010,34153
28013,Calhoun County,Mississippi,2010,14962
28015,Carroll County,Mississippi,2010,10597
28017,Chickasaw County,Mississippi,2010,17392
28019,Choctaw County,Mississippi,2010,8551
28021,Claiborne County,Mississippi,2010,9597
28023,Clarke County,Mississippi,2010,16732
28025,Clay County,Mississippi,2010,20634
28027,Coahoma County,Mississippi,2010,26145
28029,Copiah County,Mississippi,2010,29447
28031,Covington County,Mississippi,2010,19573
28033,DeSoto County,Mississippi,2010,161267
28035,Forrest County,Mississippi,2010,74928
28037,Franklin County,Mississippi,2010,8118
28039,George County,Mississippi,2010,22579
28041,Greene County,Mississippi,2010,14395
28043,Grenada County,Mississippi,2010,21905
28045,Hancock County,Mississippi,2010,44014
28047,Harrison County,Mississippi,2010,187105
28049,Hinds County,Mississippi,2010,245365
28051,Holmes County,Mississippi,2010,19483
28053,Humphreys County,Mississippi,2010,9375
28055,Issaquena County,Mississippi,2010,1399
28057,Itawamba County,Mississippi,2010,23401
28059,Jackson County,Mississippi,2010,139668
28061,Jasper County,Mississippi,2010,17065
28063,Jefferson County,Mississippi,2010,7732
28065,Jefferson Davis County,Mississippi,2010,12481
28067,Jones County,Mississippi,2010,67769
28069,Kemper County,Mississippi,2010,10446
28071,Lafayette County,Mississippi,2010,47359
28073,Lamar County,Mississippi,2010,55668
28075,Lauderdale County,Mississippi,2010,80267
28077,Lawrence County,Mississippi,2010,12929
28079,Leake County,Mississippi,2010,23803
28081,Lee County,Mississippi,2010,82910
28083,Leflore County,Mississippi,2010,32382
28085,Lincoln County,Mississippi,2010,34870
28087,Lowndes County,Mississippi,2010,59779
28089,Madison County,Mississippi,2010,95203
28091,Marion County,Mississippi,2010,27085
28093,Marshall County,Mississippi,2010,37145
28095,Monroe County,Mississippi,2010,36989
28097,Montgomery County,Mississippi,2010,10926
28099,Neshoba County,Mississippi,2010,29685
28101,Newton County,Mississippi,2010,21720
28103,Noxubee County,Mississippi,2010,11545
28105,Oktibbeha County,Mississippi,2010,47671
28107,Panola County,Mississippi,2010,34698
28109,Pearl River County,Mississippi,2010,55752
28111,Perry County,Mississippi,2010,12249
28113,Pike County,Mississippi,2010,40407
28115,Pontotoc County,Mississippi,2010,29957
28117,Prentiss County,Mississippi,2010,25276
28119,Quitman County,Mississippi,2010,8222
28121,Rankin County,Mississippi,2010,142054
28123,Scott County,Mississippi,2010,28260
28125,Sharkey County,Mississippi,2010,4916
28127,Simpson County,Mississippi,2010,27498
28129,Smith County,Mississippi,2010,16491
28131,Stone County,Mississippi,2010,17788
28133,Sunflower County,Mississippi,2010,29383
28135,Tallahatchie County,Mississippi,2010,15385
28137,Tate County,Mississippi,2010,28878
28139,Tippah County,Mississippi,2010,22232
28141,Tishomingo County,Mississippi,2010,19601
28143,Tunica County,Mississippi,2010,10778
28145,Union County,Mississippi,2010,27134
28147,Walthall County,Mississippi,2010,15447
28149,Warren County,Mississippi,2010,48771
28151,Washington County,Mississippi,2010,51135
28153,Wayne County,Mississippi,2010,20747
28155,Webster County,Mississippi,2010,10249
28157,Wilkinson County,Mississippi,2010,9878
28159,Winston County,Mississippi,2010,19198
28161,Yalobusha County,Mississippi,2010,12678
28163,Yazoo County,Mississippi,2010,28065
27001,Aitkin County,Minnesota,2010,16192
27003,Anoka County,Minnesota,2010,330858
27005,Becker County,Minnesota,2010,32504
27007,Beltrami County,Minnesota,2010,44442
27009,Benton County,Minnesota,2010,38451
27011,Big Stone County,Minnesota,2010,5268
27013,Blue Earth County,Minnesota,2010,64013
27015,Brown County,Minnesota,2010,25893
27017,Carlton County,Minnesota,2010,35386
27019,Carver County,Minnesota,2010,91086
27021,Cass County,Minnesota,2010,28567
27023,Chippewa County,Minnesota,2010,12441
27025,Chisago County,Minnesota,2010,53890
27027,Clay County,Minnesota,2010,58999
27029,Clearwater County,Minnesota,2010,8695
27031,Cook County,Minnesota,2010,5176
27033,Cottonwood County,Minnesota,2010,11687
27035,Crow Wing County,Minnesota,2010,62510
27037,Dakota County,Minnesota,2010,398583
27039,Dodge County,Minnesota,2010,20087
27041,Douglas County,Minnesota,2010,36009
27043,Faribault County,Minnesota,2010,14553
27045,Fillmore County,Minnesota,2010,20871
27047,Freeborn County,Minnesota,2010,31254
27049,Goodhue County,Minnesota,2010,46185
27051,Grant County,Minnesota,2010,6018
27053,Hennepin County,Minnesota,2010,1152385
27055,Houston County,Minnesota,2010,19022
27057,Hubbard County,Minnesota,2010,20428
27059,Isanti County,Minnesota,2010,37810
27061,Itasca County,Minnesota,2010,45051
27063,Jackson County,Minnesota,2010,10266
27065,Kanabec County,Minnesota,2010,16244
27067,Kandiyohi County,Minnesota,2010,42239
27069,Kittson County,Minnesota,2010,4552
27071,Koochiching County,Minnesota,2010,13317
27073,Lac qui Parle County,Minnesota,2010,7259
27075,Lake County,Minnesota,2010,10862
27077,Lake of the Woods County,Minnesota,2010,4045
27079,Le Sueur County,Minnesota,2010,27701
27081,Lincoln County,Minnesota,2010,5896
27083,Lyon County,Minnesota,2010,25857
27085,McLeod County,Minnesota,2010,36645
27087,Mahnomen County,Minnesota,2010,5413
27089,Marshall County,Minnesota,2010,9439
27091,Martin County,Minnesota,2010,20843
27093,Meeker County,Minnesota,2010,23298
27095,Mille Lacs County,Minnesota,2010,26097
27097,Morrison County,Minnesota,2010,33198
27099,Mower County,Minnesota,2010,39163
27101,Murray County,Minnesota,2010,8725
27103,Nicollet County,Minnesota,2010,32729
27105,Nobles County,Minnesota,2010,21378
27107,Norman County,Minnesota,2010,6852
27109,Olmsted County,Minnesota,2010,144260
27111,Otter Tail County,Minnesota,2010,57303
27113,Pennington County,Minnesota,2010,13930
27115,Pine County,Minnesota,2010,29747
27117,Pipestone County,Minnesota,2010,9597
27119,Polk County,Minnesota,2010,31600
27121,Pope County,Minnesota,2010,10995
27123,Ramsey County,Minnesota,2010,508639
27125,Red Lake County,Minnesota,2010,4089
27127,Redwood County,Minnesota,2010,16058
27129,Renville County,Minnesota,2010,15728
27131,Rice County,Minnesota,2010,64142
27133,Rock County,Minnesota,2010,9686
27135,Roseau County,Minnesota,2010,15629
27137,St. Louis County,Minnesota,2010,200231
27139,Scott County,Minnesota,2010,129912
27141,Sherburne County,Minnesota,2010,88492
27143,Sibley County,Minnesota,2010,15232
27145,Stearns County,Minnesota,2010,150642
27147,Steele County,Minnesota,2010,36581
27149,Stevens County,Minnesota,2010,9722
27151,Swift County,Minnesota,2010,9783
27153,Todd County,Minnesota,2010,24895
27155,Traverse County,Minnesota,2010,3558
27157,Wabasha County,Minnesota,2010,21664
27159,Wadena County,Minnesota,2010,13843
27161,Waseca County,Minnesota,2010,19138
27163,Washington County,Minnesota,2010,238114
27165,Watonwan County,Minnesota,2010,11211
27167,Wilkin County,Minnesota,2010,6576
27169,Winona County,Minnesota,2010,51461
27171,Wright County,Minnesota,2010,124697
27173,Yellow Medicine County,Minnesota,2010,10438
26001,Alcona County,Michigan,2010,10942
26003,Alger County,Michigan,2010,9601
26005,Allegan County,Michigan,2010,111407
26007,Alpena County,Michigan,2010,29601
26009,Antrim County,Michigan,2010,23574
26011,Arenac County,Michigan,2010,15899
26013,Baraga County,Michigan,2010,8866
26015,Barry County,Michigan,2010,59175
26017,Bay County,Michigan,2010,107773
26019,Benzie County,Michigan,2010,17524
26021,Berrien County,Michigan,2010,156811
26023,Branch County,Michigan,2010,45248
26025,Calhoun County,Michigan,2010,136148
26027,Cass County,Michigan,2010,52288
26029,Charlevoix County,Michigan,2010,25956
26031,Cheboygan County,Michigan,2010,26145
